            N=1            N=2           N=10          N=100
      0.0596477       0.323989       0.485257        1.30922
      0.0491185        1.25337        1.78581       0.998152
        2.01205       0.600086       0.612337       0.946057
       0.213786        1.77653        1.11134       0.988043
       0.590594       0.909437        1.32338       0.983742
       0.564988        2.08691        1.05923        1.02005
         0.1721        0.80405        0.70645       0.886146
       0.121737        1.52094         1.0739        1.07617
       0.825601       0.311295       0.873581         1.0016
       0.632684        1.31767        1.02191       0.953571
       0.356465       0.671327        1.04415       0.878127
        1.19792        0.50227         1.7558       0.884175
        2.61231      0.0907898       0.756972        1.04092
       0.345635        1.57581        1.16428        1.11412
      0.0623045       0.284663       0.575645       0.910752
      0.0344302        1.67843        1.13792        1.03319
        0.43836        1.03871       0.457984       0.864279
       0.449158       0.280758        1.51389       0.965946
       0.665187       0.825928        1.20964       0.957893
        0.23656        1.04133       0.865118       0.997432
        2.33424        1.15155       0.738313        1.22097
        0.47989       0.782014        1.14867       0.871812
       0.306623       0.515101        2.18055        1.08986
       0.212564        1.43128       0.722978       0.962115
       0.731409        2.46396       0.568455       0.949983
        1.42378       0.316697        1.26866       0.893098
        1.26071       0.966068        1.11725        1.15856
       0.605005      0.0347426       0.882692        1.04021
       0.414021        1.13379        1.78636       0.800748
       0.184851        1.58675       0.791902        1.02277
       0.940793        1.29573        1.16634       0.932892
        1.27828       0.287991       0.707729         1.0922
        0.45458       0.351732       0.593284       0.919884
       0.499169        1.55882        1.09685        0.87379
       0.876046        1.44455        1.09829        1.08798
      0.0592893        2.17491         1.2815        1.01962
       0.725409       0.241973        1.77212        1.00861
      0.0038211       0.991713        1.04121        1.05781
        1.30474       0.330532       0.986912         1.0789
        4.77542        0.18879       0.887393       0.853604
      0.0816093        1.10369        0.73068        1.10241
       0.853555       0.365876       0.918185        1.01514
       0.436184      0.0565296       0.645194        1.03591
       0.407751        1.37817       0.937388        1.04354
        1.44091       0.262258        1.27807       0.979267
       0.511814       0.408967       0.859252       0.836222
        1.74229       0.743585       0.876024        1.11207
       0.767757       0.120481       0.335183       0.909765
        3.39673        1.03053         1.1477       0.884785
       0.159454        1.54617        1.13435         1.0618
       0.686096        1.40424       0.941317        0.94214
       0.508568       0.839284        0.89123        1.15007
        1.22541        0.39425        1.45518        1.06879
        1.06053       0.850918        1.04142        1.04526
      0.0191737       0.166127        1.42998       0.972816
        1.57729        0.38849       0.888976        1.00926
        2.22465       0.846354         0.8206        1.01828
         0.4492       0.483947        1.18652        1.22057
      0.0402371        0.68866        1.07425        1.13252
        1.04582      0.0264352       0.851625       0.900699
       0.150558       0.875798        1.23698        1.08431
       0.910258        0.38355       0.653111        1.09632
       0.930886        1.09539       0.498823         1.0302
       0.689841       0.680722       0.655948        1.06179
        3.93409       0.943303       0.970936       0.996995
       0.205769        0.27137       0.572693       0.891548
      0.0990498        1.77844       0.627562       0.904679
        1.04924       0.809323        1.40661        1.19002
        1.77772       0.480296       0.718645        1.04598
        1.33168        1.09153        1.38361       0.975627
        1.05655       0.100923        1.10569       0.914457
       0.745979       0.977294        1.31116        1.16031
       0.069281        1.67404        1.06941        1.07471
       0.253334        1.47912       0.707353       0.911034
        2.31007       0.642416        1.16423        0.91707
        1.87387       0.658115        0.63052        1.02327
       0.823204       0.964283        1.04631       0.855368
       0.375974        1.99981        1.48446       0.899347
        1.45312        1.38728        1.20313        1.03236
       0.489076      0.0581704        1.01344        0.96908
       0.675506       0.362589       0.801771       0.890667
         3.0506         2.0583        1.38446        1.01638
      0.0273416         1.3915       0.999816       0.998194
       0.537792       0.408059       0.468702        1.16281
       0.753732        3.95221        1.17957        1.01777
       0.201037        1.48467       0.928184         1.0445
       0.842544       0.740051       0.777717        1.02711
       0.507973       0.603286       0.724627       0.913834
        1.80334        1.05287       0.533979       0.979274
       0.703687       0.454242         1.3042         1.0458
        4.28833        1.23194       0.860012       0.950753
        2.01665       0.337998        1.12976       0.701384
        2.13294        1.00298        1.10214        1.06431
       0.777637        1.13516        1.49811        1.07405
       0.574243        1.51781       0.920913        1.06229
        1.70769        1.91961        1.04878        1.04294
        3.98362       0.328189       0.847432       0.919642
        1.07167        1.73031        1.21306       0.998715
       0.607601       0.280114        1.38441       0.843038
        1.27944       0.274253       0.719637       0.935647
       0.817033       0.345896        1.27336         1.0721
        1.49396       0.285464       0.969354       0.995648
       0.494453       0.985932       0.684981       0.948552
        2.97795       0.788719       0.792359       0.936371
       0.625385        1.00722        0.58487        1.28203
       0.064578        1.66216        1.03985        1.17235
       0.734848        1.75328       0.854768        1.01467
        1.60094       0.779311        1.24705        0.84133
        2.60347       0.540627         0.8202       0.932399
        1.34246         1.0281       0.862664       0.990019
        1.15631        1.11041        0.76734        1.03215
       0.412378        1.48534       0.853305       0.937227
       0.723284        1.20707       0.892998        1.01067
      0.0855673       0.234571       0.644603        1.00872
        2.66009      0.0834098       0.894609       0.939278
       0.241075       0.546109        1.38545        0.95726
        1.24207       0.652699       0.691808        1.06329
        1.70615       0.758622       0.797918        1.15097
       0.900191          1.113       0.628328        1.21608
        1.66432       0.467084       0.984083       0.989445
       0.500352       0.330119       0.966423        0.99667
        1.73158       0.648175       0.932168       0.890105
       0.221398       0.656382       0.710577       0.883906
       0.344024        1.08911        1.04502       0.938459
        1.03988       0.791205       0.810483       0.967719
       0.150049       0.267709        1.42334       0.956045
       0.151106        1.55277        1.36473        1.00997
      0.0636883        4.00113       0.965077       0.888347
        1.16948        0.84394        1.36761         1.0339
       0.189774       0.153019       0.640092       0.995772
       0.872669       0.781267       0.792529       0.906351
      0.0164356        1.76235        0.79912        0.98566
        2.61393        2.39576        1.19088        1.14728
       0.143128       0.548383       0.812824        1.04682
        0.17391       0.955402        1.07246       0.892454
     0.00107868       0.425774       0.559709       0.866751
      0.0614268       0.519426       0.735368       0.895543
        1.40747       0.851002        1.34743        1.07708
       0.578207       0.497188       0.698955        1.06988
        1.04584        4.64305        1.01896        1.13492
       0.084819       0.167041        1.06572         0.8609
       0.835018        1.52312         1.4213        1.25651
        2.41139       0.536373        0.92583        0.88276
        2.84761       0.180932       0.504451        1.01332
       0.891162        1.78518        1.70933        0.96237
        1.57552        2.89316        1.25364        1.05379
       0.342119        1.04624       0.993431        1.01656
       0.531947       0.109436       0.573389        1.05445
       0.205231       0.518405        0.56955       0.994797
        2.21224        1.50718        1.52402        1.06755
        1.24717        2.96376        1.28818       0.902411
      0.0451747        1.00105       0.820892        1.02884
       0.521277      0.0758278        1.27743        1.08929
         2.0171       0.797924         1.3058       0.978892
     0.00543452        1.29594       0.895018        1.18666
      0.0267895         1.4859       0.572849       0.930785
       0.627701       0.693265       0.701187        1.08224
       0.729111       0.951646         1.1624       0.911107
       0.883812        1.50939       0.916393       0.990645
       0.218061        2.05822       0.835313       0.989943
       0.623853       0.490103       0.947722       0.985114
       0.685375       0.800501       0.758869       0.997265
        4.16582        2.37305        0.93346       0.956837
      0.0458552       0.344097       0.924131       0.993344
       0.354808        0.91263       0.829477        1.00255
        0.29317        1.09921         1.5255       0.959429
        1.22009        1.71888       0.771815       0.963454
        1.28665       0.926716          1.215       0.862693
       0.773462        2.42322       0.684476       0.799675
        0.42671         2.1851         1.0196       0.914196
        2.44431       0.372096       0.629748       0.811483
        1.10876        2.96535       0.921656       0.850134
       0.430708       0.963278         1.0897       0.844041
        1.38817       0.476411       0.869634        1.02599
       0.962823       0.865511        0.69436        1.01034
        3.21101       0.643819        1.33224       0.890409
       0.435343       0.883335        1.12381       0.850507
        1.17276       0.658687       0.978564       0.976102
        1.43738        2.40032       0.930475        1.03117
         1.6045       0.854527       0.852308       0.984822
        0.20903        2.48389       0.975823        1.10675
        0.41356        2.03396       0.689757       0.985442
        1.13667       0.192719       0.796219        1.18932
        1.49866         1.3943       0.705584        1.09436
       0.705222        2.54407       0.440131       0.995148
       0.637432       0.753695        1.13881        1.04623
      0.0364178       0.702003        1.17291       0.897641
       0.968123       0.331097       0.977947        0.91153
      0.0683581       0.130949       0.652638        1.06321
       0.113222       0.823635        1.13476        1.13907
        1.87386       0.914723       0.936367        1.05028
        1.27776        1.18543       0.605061       0.973893
        0.50417       0.710798        1.26584       0.895072
      0.0651571       0.459003       0.968255       0.957786
        3.29309        1.62136       0.834754       0.927731
      0.0637748        1.31077        1.10545        0.95558
        1.44411       0.281062         1.0543        1.03447
       0.633309       0.543251       0.746465       0.894796
        0.16425        1.94865        1.02675       0.957375
       0.397266        1.22843       0.952413       0.905239
        1.16901        1.09372        1.04261       0.978658
       0.482846        1.43742        1.61653       0.977064
       0.388855      0.0525596        1.23399        1.03867
        1.69381        1.03603        1.64598        1.13069
       0.530065       0.559241       0.963888        1.17588
        1.77304        2.17865       0.636571        1.12174
       0.681147         1.4611       0.604067       0.906165
       0.882882        2.01706       0.925418        0.93384
      0.0443909       0.842201           1.24       0.858815
        0.98581       0.696092        1.33382        1.03066
        2.11314        1.72988         1.4378        1.00353
       0.749426       0.592263       0.980973       0.967017
        4.65996       0.138328       0.983179        1.09793
       0.267968       0.407272        1.11792        1.11123
       0.162088        1.33424        0.58966        1.03668
       0.471306       0.590541       0.593018       0.883692
        1.46248        1.94538       0.558451       0.974326
       0.469654        0.20172       0.623057         1.1272
      0.0431814       0.600832       0.742992       0.924163
      0.0263038       0.751808       0.907757        1.00991
        2.15562         2.0007        1.13648        1.03734
        0.11195       0.546644        1.11001       0.957105
       0.493908        1.73267       0.760551        1.01353
        2.67958       0.604409       0.726629        1.19377
        2.28858        1.56984       0.613399        1.00585
        0.30288       0.848717         1.1841        1.11295
       0.309573       0.476911       0.449371        1.01156
       0.266409         2.3427       0.850901        1.02389
       0.299074        1.85735       0.850136       0.963095
       0.404391       0.465218       0.450955        1.00239
        2.98049       0.555006         0.7998        1.01624
       0.137143       0.569085       0.459755       0.936432
         1.3713       0.882795        1.14937        1.13194
         1.5178       0.908731       0.873962        1.23307
        3.58711       0.385996        1.57085        1.08942
       0.762707       0.392834       0.919978        1.12888
       0.403492       0.646921       0.534429       0.872811
      0.0804548       0.314866        1.17741       0.898778
        1.29055        1.16268        0.84137        1.03749
       0.692872       0.597639       0.741719        1.11839
        0.54206        1.23055        1.04557        1.05771
       0.119004        1.27904        1.21963         1.0724
        0.36852       0.923016       0.571774       0.836314
     0.00906018        1.65245       0.721321       0.956839
        1.04927       0.748378       0.998204        1.05196
        1.15812       0.428464        1.25934        1.01075
      0.0464309       0.981409        1.67237        0.96883
       0.685321        2.61297       0.922582        1.06315
     0.00762737       0.318959        1.23544       0.899121
       0.105432        0.55242       0.941851        1.07116
        2.74309       0.893098          1.196       0.939089
      0.0132498       0.547735       0.822473       0.855834
       0.450566         1.3877        1.56626        1.03392
      0.0739505       0.565712        1.03327       0.886165
       0.133682       0.266487       0.795763          1.093
       0.684252       0.989194        1.49083       0.958257
        0.22106        2.78141         1.3969        1.14307
        1.26611        1.48231       0.579785       0.918677
       0.236235       0.496515        1.02122        1.06058
     0.00472739       0.898838       0.786531        1.21517
       0.229258        2.73756       0.921017        1.22218
         1.8318       0.739131       0.867257       0.911646
        2.29302        1.73962       0.582535       0.933658
       0.799312       0.669692       0.902581       0.979676
        2.17769       0.497873        1.29037        1.04559
       0.630783        1.29163       0.941892        1.06414
       0.946656       0.123367        0.85483        1.02095
       0.731911       0.483917       0.827237        1.29502
       0.459132        1.69949        1.32601       0.990023
       0.329368        1.42793        0.93842           1.05
       0.401713        2.08567       0.802866       0.915972
        1.30012        0.96994        1.14334        1.09494
       0.070034        0.99056       0.897115       0.944227
        0.26222       0.409597          1.302        1.08097
      0.0829666       0.575864       0.776726       0.945711
       0.694013       0.797017        1.40793       0.948994
        1.56848        1.54092       0.881939        1.11068
       0.124229       0.401059       0.573438       0.938737
       0.687907       0.301665       0.683845       0.999054
       0.279986        1.15097        1.02217       0.929674
        1.28096         0.2854        1.20822        1.08165
      0.0963612          1.992       0.870327        1.02334
      0.0305352       0.226311        0.40487        1.05466
      0.0223353        1.19183        1.43312       0.970874
       0.720621       0.204048       0.793182        1.01888
        1.03098        0.16592       0.726572       0.957216
       0.317934        1.16596        1.40174       0.945996
       0.449165       0.281264        1.24449        1.02922
        1.28384        1.51882       0.593961        1.12807
       0.906938        0.56642       0.613342        1.10472
       0.297593      0.0638942        1.49802       0.983229
        1.06385        1.53153        1.07323       0.981765
        1.13323        2.13648        1.07361       0.964821
       0.753372         1.2255        1.62544       0.983521
       0.310338       0.325739       0.771252         1.0083
       0.232402        1.24504       0.969113       0.898317
        2.08345       0.560263         1.0894       0.948695
        1.47342       0.304523        1.13877       0.935015
        1.07059        0.36001       0.816813       0.921319
       0.548058       0.637118       0.519187       0.935719
       0.784248       0.729421       0.646664        1.05259
       0.176343        1.82218       0.737992       0.906816
        1.77583        1.30921       0.963893       0.986067
        0.40724       0.806499       0.953211        1.10535
       0.134243        1.78732        1.07217       0.905639
      0.0676026       0.183012        1.16289        1.07045
        1.46726        1.11863       0.788847        1.07135
       0.487329      0.0698551       0.498809        1.00691
       0.526668        1.36244       0.580387       0.955885
        2.82142       0.243477        1.38877       0.930898
       0.475091       0.577287        1.29551       0.938422
        2.48314        1.33548       0.871321        1.21803
         1.1659       0.110416        1.04799        0.84881
       0.118936       0.319017       0.749131        1.01289
       0.692485        1.56074        1.36291       0.975556
       0.623745       0.896234        1.28206       0.861644
        1.41309        1.07716       0.787781        1.22157
       0.515474       0.438432       0.905379        1.00924
      0.0744999       0.516193       0.786179        1.13607
        3.92513       0.318026       0.611515        1.05167
       0.492352       0.993439        1.58991       0.969551
        2.28221       0.938997       0.839574       0.913957
      0.0574724       0.407134        1.30548        1.10451
      0.0588683       0.732284        1.43073          0.857
      0.0976152        0.38076        1.37343       0.875291
       0.627562       0.716508       0.576064        1.01484
        4.06922        1.41307       0.987104       0.930822
      0.0473849        2.22825       0.629637       0.914125
        1.94845       0.778459       0.485534        1.13761
        0.83455       0.521254       0.894841        1.16297
       0.137831        1.14519        1.15742        1.03653
       0.678287       0.528488        1.62411        1.00534
        7.35368         1.7864        1.23202        1.04125
       0.550738       0.904787        1.41532       0.935776
       0.280311        1.55084       0.881077       0.903582
        2.68903       0.441131        1.18229       0.992153
        0.48328       0.916093        1.05488       0.869693
       0.996823       0.501721        1.07288       0.923854
         1.0385       0.358147       0.945899         1.0317
       0.168075      0.0450867       0.876799        0.92236
        1.17057        1.40199       0.867762         0.8975
       0.935171       0.634248       0.845209        1.04109
       0.543452        1.08798        1.24568       0.973193
       0.365031        1.01717       0.537667       0.894192
       0.225375       0.954558           1.39       0.956746
        2.23851       0.585465        1.25239       0.946391
      0.0467189       0.593685        1.05882       0.956316
       0.629276       0.692233        1.24316        1.01397
      0.0327618       0.342901       0.567642       0.988475
         1.9732        1.01013       0.700086        1.05357
       0.399986        2.00534        0.56807       0.954669
        1.87033       0.983867       0.944597        1.12281
        1.53945        1.57261       0.969438       0.849039
        1.49616         1.0951       0.612738        1.05252
        2.85227        1.51405       0.730751       0.774938
        0.98695       0.833623        1.12552       0.909273
       0.539539      0.0983095       0.683829         0.9143
        0.11684       0.262575        1.03621       0.994106
        2.62687       0.356376        1.00918       0.893131
       0.833757        1.07226       0.621134       0.968557
       0.355146        0.71632        1.40316       0.987191
       0.205082        1.03201         1.0992       0.808698
       0.356386       0.431533       0.840652       0.716994
        0.19212       0.304273        1.64774       0.911078
         0.1259        1.19725       0.754633        1.05823
       0.565892       0.204451       0.783719        0.94538
       0.565129        1.89338       0.955537       0.938405
     0.00579815       0.974537        1.79507        1.06726
        1.59513       0.707093        1.14344         1.0713
       0.376731       0.777014       0.846402       0.968604
        1.49832       0.469993        1.01349       0.987824
      0.0791122       0.618788        1.43603        1.02011
        1.97379        1.13768       0.458036        1.00691
      0.0406511       0.325564       0.803319       0.885394
        2.45961       0.461331       0.778811       0.950114
       0.864708       0.220101        1.60912        1.04468
        3.45554       0.556207       0.660538        1.05232
      0.0510149        3.71931       0.859779       0.928422
        1.48999       0.285953       0.772997       0.872373
      0.0686357       0.473959       0.617275       0.945751
       0.206547        4.04334        1.03452       0.948733
       0.874707       0.236574       0.658775        0.96082
        1.60539       0.182973        0.87113       0.979825
         0.4508       0.714398        1.35219        1.04362
       0.301642       0.912489       0.805061        0.93665
        1.91919        2.04081       0.992579       0.958915
        2.33631        0.68605       0.464759        1.15369
       0.634375       0.377148       0.799249       0.894838
        2.34619       0.411147        1.05805       0.989739
        0.06795        1.16668       0.796804        1.13051
       0.360729       0.770066       0.775051       0.975575
       0.108413       0.883767        1.06266        1.00711
      0.0801182        2.39927       0.882153        1.05607
      0.0867013       0.670988       0.719096        0.88934
       0.056134       0.158198        1.01758       0.878297
        1.03608        1.79495        1.07469       0.953146
       0.547687        1.36938       0.826106        1.06277
        0.75771        2.43982       0.757857       0.957625
        1.45031       0.521446        1.09964        1.01574
       0.066938        1.10455       0.820717         1.1679
       0.506951       0.892318        1.01577        0.79876
        1.71906       0.491028        1.55019       0.960981
      0.0993959         2.7092       0.918701       0.787405
       0.834771        1.15612        1.39959        1.00131
      0.0672891        0.23341        1.36005        1.16592
       0.592948       0.220127        1.04407        0.97664
     0.00969374       0.466515       0.665194       0.996989
        1.28666        1.82016        1.25549        1.11744
        1.03063        1.55694       0.975805       0.983076
       0.282136      0.0823357       0.963702        1.06095
       0.339392       0.269565        1.27586         1.0155
        1.83883       0.788558        1.36236        0.98911
       0.996518         1.7484       0.653684       0.885854
       0.585892        1.06357       0.534019       0.942361
       0.506921        2.32852        1.13186       0.992843
      0.0284979       0.617666        1.14679       0.930188
        2.30786       0.623685        1.39624       0.936602
       0.797682       0.397308       0.543299       0.830153
        6.73265       0.313189        1.28484       0.987157
        1.26961         1.4603        1.22537        1.12714
       0.438446       0.959679        1.65712        1.04901
        1.24943       0.606446        1.38001       0.986717
      0.0928466        1.26817        1.62864       0.980202
       0.213191       0.814009       0.870276        1.03266
        1.26592       0.642714       0.928188        1.23376
       0.296611         2.1436        1.33131        1.02991
        3.17343        1.03738        1.42942        0.91729
       0.351275       0.321282       0.901054       0.937764
       0.274958        0.32112        1.07558        1.10597
        4.51657        1.08151        1.22787       0.928689
       0.153734       0.752921       0.773665       0.909806
       0.943032        2.85502        1.11141       0.994026
       0.905291       0.225938       0.449472       0.903155
        1.00551        2.10892       0.654325        1.03082
       0.560865        1.53495        1.07851        1.07024
       0.290683       0.251408       0.854402        1.13619
       0.291108      0.0909367        1.77817       0.870171
       0.747743       0.891929       0.611997       0.983067
       0.861177       0.774882       0.548645        1.14774
       0.840827       0.464389        1.37709         1.0716
      0.0175361       0.767482         1.0031        1.05001
        0.97684        1.41688       0.916779       0.980848
        3.96475        0.56482        0.75695       0.954545
        5.32135       0.625393        1.33162       0.952398
       0.319249         0.3942       0.520315       0.772768
      0.0148326       0.831593        0.58088        1.00959
       0.300431       0.225574        1.16494        1.01148
        2.74582        1.85992       0.459866        1.11492
       0.533271       0.602243        1.38658       0.945465
       0.539475       0.606759         1.3383        1.04653
       0.282341       0.721397       0.868306        1.07061
       0.079522       0.916543        1.26895       0.785496
        2.27316       0.887989        1.02456       0.999688
         1.2972        1.83026        1.26339        0.96203
       0.885517       0.793843       0.588072        1.00431
        4.90081         1.9493       0.775774        1.16875
        1.53237       0.836681       0.858789       0.875309
       0.560113        1.54659        1.20334         1.1077
      0.0374988        1.66626       0.952662       0.886889
       0.181373       0.389928       0.512969        1.04854
       0.172805       0.824718        1.06393       0.949567
       0.864005       0.666178       0.987424       0.923807
       0.399025       0.632302         1.0566        1.08901
        2.61534        1.48047       0.723934        1.01668
        2.17742       0.698487       0.743382        1.18444
        3.75009       0.736431       0.813634       0.921134
       0.681541        2.11596        1.20237        1.07929
        1.32057       0.960218        1.11115        1.16165
        0.10751        1.16478       0.901974        1.00422
      0.0441462       0.691655        1.25182        1.00953
         1.1352      0.0612272        1.23525       0.985212
       0.460646      0.0957823        1.44256        1.00827
        1.92575        1.99807        1.11756        0.91931
       0.666127       0.498566        1.08153        1.06682
        0.81171       0.079723         1.1413       0.990466
        2.16009        0.33048        1.02032        1.04119
        1.29318        0.72262        1.30007        1.07388
      0.0933533       0.452891       0.738481        1.01848
       0.981605        1.13711       0.988662       0.952119
       0.921688       0.473064       0.770525       0.990307
        2.36141        1.08952        1.18541       0.970397
       0.657364       0.713636        1.21412        1.02922
        3.33655       0.548574        1.06084          1.291
       0.779886        1.09981       0.791982         1.0024
       0.344863        1.02951        0.95961       0.971691
       0.635343       0.331513       0.824583        1.01805
      0.0542339        1.43482       0.924271        1.05304
        1.54677        2.24103       0.596306        1.00311
       0.523289       0.690673        1.24896       0.995467
        4.22281       0.404148        1.04585       0.952933
       0.314405        1.41827        1.49647         1.2433
       0.373789        1.41478        1.07472       0.908083
       0.264147        2.40042       0.932674       0.998174
        1.56111       0.484701       0.736688        1.05821
        1.02996        1.04735       0.944557        1.07719
        1.16847       0.487298       0.963712       0.971835
        3.10687       0.915289       0.478434        1.16296
